,date,revenue,earnings,actual,estimate,ticker,as_of_date
9547,2Q2019,3546000000.0,-72000000,-0.04,-0.05,FCX,2020-05-04
9548,3Q2019,3153000000.0,-207000000,-0.01,-0.01,FCX,2020-05-04
9549,4Q2019,3911000000.0,9000000,0.02,0.0,FCX,2020-05-04
9550,1Q2020,2798000000.0,-491000000,-0.17,-0.18,FCX,2020-05-04
9551,1Q2019,878305000.0,42853000,0.68,0.34,MLM,2020-05-04
9552,2Q2019,1196135000.0,189475000,3.01,3.18,MLM,2020-05-04
9553,3Q2019,1323160000.0,248573000,3.96,3.51,MLM,2020-05-04
9554,4Q2019,1024701000.0,130999000,2.09,2.19,MLM,2020-05-04
9555,2Q2019,25466000000.0,1139000000,4.64,4.61,ANTM,2020-05-04
9556,3Q2019,26674000000.0,1183000000,4.87,4.82,ANTM,2020-05-04
9557,4Q2019,27406000000.0,934000000,3.88,3.88,ANTM,2020-05-04
9558,1Q2020,29621000000.0,1523000000,6.48,6.48,ANTM,2020-05-04
9559,2Q2019,563394000.0,85905000,2.52,2.56,FFIV,2020-05-04
9560,3Q2019,590388000.0,94837000,2.59,2.55,FFIV,2020-05-04
9561,4Q2019,569305000.0,98527000,2.55,2.43,FFIV,2020-05-04
9562,1Q2020,583449000.0,61379000,2.23,1.96,FFIV,2020-05-04
9563,2Q2019,1145000000.0,364000000,0.33,0.32,HBAN,2020-05-04
9564,3Q2019,1115000000.0,372000000,0.34,0.33,HBAN,2020-05-04
9565,4Q2019,1048000000.0,317000000,0.28,0.31,HBAN,2020-05-04
9566,1Q2020,708000000.0,48000000,0.03,0.17,HBAN,2020-05-04
9567,2Q2019,5632518000.0,266744000,1.59,1.49,KMX,2020-05-04
9568,3Q2019,5476851000.0,233599000,1.4,1.33,KMX,2020-05-04
9569,4Q2019,5068928000.0,173156000,1.04,1.16,KMX,2020-05-04
9570,1Q2020,5245790000.0,214934000,1.3,1.13,KMX,2020-05-04
9571,1Q2019,1001000000.0,90000000,0.4,0.35,CF,2020-05-04
9572,2Q2019,1502000000.0,283000000,1.28,0.86,CF,2020-05-04
9573,3Q2019,1038000000.0,65000000,0.29,0.35,CF,2020-05-04
9574,4Q2019,1049000000.0,55000000,0.33,0.26,CF,2020-05-04
9575,2Q2019,38944000000.0,9947000000,14.21,11.3,GOOGL,2020-05-04
9576,3Q2019,40499000000.0,7068000000,10.12,12.42,GOOGL,2020-05-04
9577,4Q2019,46075000000.0,10671000000,15.35,12.53,GOOGL,2020-05-04
9578,1Q2020,41159000000.0,6836000000,9.87,10.32,GOOGL,2020-05-04
9579,1Q2019,9477000000.0,907000000,0.87,0.87,EXC,2020-05-04
9580,2Q2019,7689000000.0,484000000,0.6,0.61,EXC,2020-05-04
9581,3Q2019,8929000000.0,772000000,0.92,0.89,EXC,2020-05-04
9582,4Q2019,8342000000.0,772000000,0.83,0.73,EXC,2020-05-04
9583,2Q2019,2229100000.0,208000000,1.76,1.73,DRI,2020-05-04
9584,3Q2019,2133900000.0,170600000,1.38,1.36,DRI,2020-05-04
9585,4Q2019,2056400000.0,24700000,1.12,1.07,DRI,2020-05-04
9586,1Q2020,2346500000.0,232300000,1.9,1.88,DRI,2020-05-04
9587,1Q2019,317130000.0,86230000,1.29,1.1,ANSS,2020-05-04
9588,2Q2019,368635000.0,109750000,1.61,1.28,ANSS,2020-05-04
9589,3Q2019,343899000.0,89463000,1.42,1.26,ANSS,2020-05-04
9590,4Q2019,486228000.0,165852000,2.24,1.98,ANSS,2020-05-04
9591,2Q2019,600697000.0,147142000,1.83,1.51,ALGN,2020-05-04
9592,3Q2019,607341000.0,102524000,1.28,1.14,ALGN,2020-05-04
9593,4Q2019,649787000.0,121262000,1.53,1.4,ALGN,2020-05-04
9594,1Q2020,550963000.0,1518131000,0.73,1.0,ALGN,2020-05-04
9595,2Q2019,16669000000.0,4799000000,1.95,1.8,C,2020-05-04
9596,3Q2019,16512000000.0,4913000000,2.07,1.95,C,2020-05-04
9597,4Q2019,16255000000.0,4979000000,2.15,1.84,C,2020-05-04
9598,1Q2020,14281000000.0,2522000000,1.05,1.04,C,2020-05-04
9599,1Q2019,662494000.0,104539000,0.28,0.3,EQR,2020-05-04
9600,2Q2019,669517000.0,308968000,0.83,0.34,EQR,2020-05-04
9601,3Q2019,685145000.0,267106000,0.71,0.37,EQR,2020-05-04
9602,4Q2019,683919000.0,289764000,0.77,0.35,EQR,2020-05-04
9603,2Q2019,2872000000.0,587000000,1.45,1.39,STT,2020-05-04
9604,3Q2019,2901000000.0,583000000,1.51,1.39,STT,2020-05-04
9605,4Q2019,3001000000.0,564000000,1.98,1.69,STT,2020-05-04
9606,1Q2020,3029000000.0,634000000,1.67,1.35,STT,2020-05-04
9607,1Q2019,1053863000.0,29561000,0.17,0.24,IRM,2020-05-04
9608,2Q2019,1066907000.0,92441000,0.23,0.23,IRM,2020-05-04
9609,3Q2019,1062224000.0,107675000,0.32,0.3,IRM,2020-05-04
9610,4Q2019,1079590000.0,37700000,0.31,0.32,IRM,2020-05-04
9611,2Q2019,3061000000.0,870000000,1.08,1.1,CSX,2020-05-04
9612,3Q2019,2978000000.0,856000000,1.08,1.01,CSX,2020-05-04
9613,4Q2019,2885000000.0,771000000,0.99,0.96,CSX,2020-05-04
9614,1Q2020,2855000000.0,770000000,1.0,0.94,CSX,2020-05-04
9615,2Q2019,3272000000.0,1378000000,5.55,5.4,INTU,2020-05-04
9616,3Q2019,994000000.0,-44000000,-0.09,-0.14,INTU,2020-05-04
9617,4Q2019,1165000000.0,57000000,0.41,0.25,INTU,2020-05-04
9618,1Q2020,1696000000.0,240000000,1.16,1.02,INTU,2020-05-04
9619,2Q2019,1330300000.0,249700000,3.07,3.05,ROP,2020-05-04
9620,3Q2019,1354500000.0,277500000,3.29,3.19,ROP,2020-05-04
9621,4Q2019,1394800000.0,871100000,3.39,3.35,ROP,2020-05-04
9622,1Q2020,1350700000.0,240300000,3.05,2.91,ROP,2020-05-04
9623,1Q2019,2080000000.0,118000000,2.85,3.23,HII,2020-05-04
9624,2Q2019,2188000000.0,128000000,3.07,3.58,HII,2020-05-04
9625,3Q2019,2219000000.0,154000000,3.74,3.63,HII,2020-05-04
9626,4Q2019,2412000000.0,149000000,4.36,4.2,HII,2020-05-04
9627,2Q2019,3761300000.0,356300000,2.66,2.54,SWK,2020-05-04
9628,3Q2019,3633100000.0,230500000,2.13,2.03,SWK,2020-05-04
9629,4Q2019,3714200000.0,199100000,2.18,2.18,SWK,2020-05-04
9630,1Q2020,3129400000.0,133200000,1.2,1.1,SWK,2020-05-04
9631,1Q2019,4620000000.0,160400000,0.8,0.61,WRK,2020-05-04
9632,2Q2019,4690000000.0,252600000,1.11,1.01,WRK,2020-05-04
9633,3Q2019,4651600000.0,310800000,1.24,1.19,WRK,2020-05-04
9634,4Q2019,4423700000.0,138500000,0.58,0.59,WRK,2020-05-04
9635,2Q2019,5782000000.0,1625000000,3.24,2.87,COF,2020-05-04
9636,3Q2019,5576000000.0,1333000000,2.69,2.88,COF,2020-05-04
9637,4Q2019,5609000000.0,1176000000,2.25,2.28,COF,2020-05-04
9638,1Q2020,1826000000.0,-1340000000,-3.1,0.51,COF,2020-05-04
9639,2Q2019,5517000000.0,691000000,5.21,5.16,AVGO,2020-05-04
9640,3Q2019,5515000000.0,715000000,5.16,5.13,AVGO,2020-05-04
9641,4Q2019,5776000000.0,847000000,5.39,5.35,AVGO,2020-05-04
9642,1Q2020,5858000000.0,385000000,5.25,5.33,AVGO,2020-05-04
9643,2Q2019,5341300000.0,1516900000,2.05,2.05,MCD,2020-05-04
9644,3Q2019,5430600000.0,1607900000,2.11,2.21,MCD,2020-05-04
9645,4Q2019,5349000000.0,1572200000,1.97,1.96,MCD,2020-05-04
9646,1Q2020,4714400000.0,1106900000,1.47,1.57,MCD,2020-05-04
9647,1Q2019,6944000000.0,517000000,1.69,1.59,LIN,2020-05-04
9648,2Q2019,7204000000.0,522000000,1.83,1.73,LIN,2020-05-04
9649,3Q2019,7000000000.0,735000000,1.94,1.78,LIN,2020-05-04
9650,4Q2019,7080000000.0,511000000,1.89,1.84,LIN,2020-05-04
9651,2Q2019,1102500000.0,46200000,0.4,0.4,JNPR,2020-05-04
9652,3Q2019,1133100000.0,99300000,0.48,0.46,JNPR,2020-05-04
9653,4Q2019,1208100000.0,168400000,0.58,0.57,JNPR,2020-05-04
9654,1Q2020,998000000.0,20400000,0.23,0.25,JNPR,2020-05-04
9655,2Q2019,17627000000.0,795000000,1.53,1.43,TGT,2020-05-04
9656,3Q2019,18422000000.0,938000000,1.82,1.62,TGT,2020-05-04
9657,4Q2019,18665000000.0,714000000,1.36,1.19,TGT,2020-05-04
9658,1Q2020,23399000000.0,834000000,1.69,1.66,TGT,2020-05-04
9659,2Q2019,553116000.0,192741000,0.66,0.62,CPRT,2020-05-04
9660,3Q2019,542575000.0,153496000,0.6,0.58,CPRT,2020-05-04
9661,4Q2019,554424000.0,218180000,0.65,0.59,CPRT,2020-05-04
9662,1Q2020,575140000.0,168707000,0.65,0.66,CPRT,2020-05-04
9663,2Q2019,2812000000.0,392000000,1.58,1.13,EIX,2020-05-04
9664,3Q2019,3741000000.0,471000000,1.5,1.58,EIX,2020-05-04
9665,4Q2019,2970000000.0,143000000,0.99,1.0,EIX,2020-05-04
9666,1Q2020,2790000000.0,183000000,0.63,0.79,EIX,2020-05-04
9667,2Q2019,833904000.0,-11079000,0.71,0.63,NOW,2020-05-04
9668,3Q2019,885833000.0,40598000,0.99,0.88,NOW,2020-05-04
9669,4Q2019,951774000.0,598724000,0.96,0.87,NOW,2020-05-04
9670,1Q2020,1046340000.0,48231000,1.05,0.95,NOW,2020-05-04
9671,1Q2019,740530000.0,17918000,0.16,0.16,PNW,2020-05-04
9672,2Q2019,869501000.0,144145000,1.28,1.42,PNW,2020-05-04
9673,3Q2019,1190787000.0,312276000,2.77,3.0,PNW,2020-05-04
9674,4Q2019,670391000.0,63981000,0.57,0.46,PNW,2020-05-04
9675,2Q2019,7150000000.0,419000000,0.42,0.37,HPE,2020-05-04
9676,3Q2019,7217000000.0,-27000000,0.45,0.4,HPE,2020-05-04
9677,4Q2019,7215000000.0,480000000,0.49,0.46,HPE,2020-05-04
9678,1Q2020,6949000000.0,333000000,0.44,0.44,HPE,2020-05-04
9679,2Q2019,941293000.0,267427000,1.26,1.07,VRTX,2020-05-04
9680,3Q2019,949828000.0,57518000,1.23,1.15,VRTX,2020-05-04
9681,4Q2019,1413265000.0,583234000,1.7,1.21,VRTX,2020-05-04
9682,1Q2020,1515107000.0,602753000,2.56,1.84,VRTX,2020-05-04
9683,2Q2019,18048000000.0,1685000000,1.96,1.92,UPS,2020-05-04
9684,3Q2019,18318000000.0,1750000000,2.07,2.06,UPS,2020-05-04
9685,4Q2019,20568000000.0,-106000000,2.11,2.11,UPS,2020-05-04
9686,1Q2020,18035000000.0,965000000,1.15,1.23,UPS,2020-05-04
9687,2Q2019,1628000000.0,123000000,0.53,0.42,NLSN,2020-05-04
9688,3Q2019,1616000000.0,-472000000,0.51,0.42,NLSN,2020-05-04
9689,4Q2019,1691000000.0,-109000000,0.41,0.42,NLSN,2020-05-04
9690,1Q2020,1559000000.0,-18000000,0.29,0.33,NLSN,2020-05-04
9691,2Q2019,17807000000.0,-1969000000,5.01,4.85,FDX,2020-05-04
9692,3Q2019,17048000000.0,745000000,3.05,3.15,FDX,2020-05-04
9693,4Q2019,17324000000.0,560000000,2.51,2.76,FDX,2020-05-04
9694,1Q2020,17487000000.0,315000000,1.41,1.41,FDX,2020-05-04
9695,2Q2019,2840000000.0,308000000,0.84,0.81,BAX,2020-05-04
9696,3Q2019,2851000000.0,369000000,0.74,0.84,BAX,2020-05-04
9697,4Q2019,3039000000.0,-23000000,0.97,0.88,BAX,2020-05-04
9698,1Q2020,2802000000.0,332000000,0.82,0.72,BAX,2020-05-04
9699,2Q2019,2356300000.0,82000000,2.46,2.44,PVH,2020-05-04
9700,3Q2019,2364200000.0,193500000,2.1,1.88,PVH,2020-05-04
9701,4Q2019,2587700000.0,209200000,3.1,2.99,PVH,2020-05-04
9702,1Q2020,2600800000.0,-67400000,1.88,1.81,PVH,2020-05-04
9703,2Q2019,6316000000.0,1119000000,3.04,3.0,TMO,2020-05-04
9704,3Q2019,6272000000.0,760000000,2.94,2.87,TMO,2020-05-04
9705,4Q2019,6829000000.0,1002000000,3.55,3.54,TMO,2020-05-04
9706,1Q2020,6230000000.0,788000000,2.94,2.79,TMO,2020-05-04
9707,2Q2019,5840000000.0,3101000000,1.37,1.32,V,2020-05-04
9708,3Q2019,6137000000.0,3025000000,1.47,1.43,V,2020-05-04
9709,4Q2019,6054000000.0,3272000000,1.46,1.46,V,2020-05-04
9710,1Q2020,5854000000.0,3084000000,1.38,1.35,V,2020-05-04
9711,1Q2019,2987600000.0,280900000,1.31,1.31,UNM,2020-05-04
9712,2Q2019,3016700000.0,281200000,1.36,1.35,UNM,2020-05-04
9713,3Q2019,2960000000.0,242000000,1.36,1.37,UNM,2020-05-04
9714,4Q2019,3034600000.0,296200000,1.41,1.38,UNM,2020-05-04
9715,1Q2019,1195938000.0,202408000,4.21,3.88,TDG,2020-05-04
9716,2Q2019,1658319000.0,144450000,4.95,4.3,TDG,2020-05-04
9717,3Q2019,1541320000.0,346870000,5.62,5.31,TDG,2020-05-04
9718,4Q2019,1465000000.0,304000000,4.93,4.65,TDG,2020-05-04
9719,2Q2019,239141000.0,71053000,0.2,0.14,DRE,2020-05-04
9720,3Q2019,244733000.0,226566000,0.62,0.14,DRE,2020-05-04
9721,4Q2019,233446000.0,86802000,0.23,0.13,DRE,2020-05-04
9722,1Q2020,228908000.0,19456000,0.05,0.1,DRE,2020-05-04
9723,2Q2019,1743029000.0,192221000,3.26,3.07,ULTA,2020-05-04
9724,3Q2019,1666607000.0,161258000,2.76,2.8,ULTA,2020-05-04
9725,4Q2019,1682514000.0,129747000,2.25,2.13,ULTA,2020-05-04
9726,1Q2020,2305918000.0,222719000,3.89,3.73,ULTA,2020-05-04
9727,2Q2019,169313000.0,48762000,0.75,0.7,PAYC,2020-05-04
9728,3Q2019,175006000.0,39152000,0.7,0.67,PAYC,2020-05-04
9729,4Q2019,193409000.0,45380000,0.86,0.77,PAYC,2020-05-04
9730,1Q2020,242368000.0,63015000,1.33,1.26,PAYC,2020-05-04
9731,2Q2019,3434200000.0,97000000,0.39,0.35,FTI,2020-05-04
9732,3Q2019,3335100000.0,-119100000,0.12,0.5,FTI,2020-05-04
9733,4Q2019,3726800000.0,-2414000000,0.03,0.42,FTI,2020-05-04
9734,1Q2020,3130300000.0,-3256100000,-0.11,0.22,FTI,2020-05-04
9735,2Q2019,4087000000.0,62000000,0.61,0.67,KSS,2020-05-04
9736,3Q2019,4430000000.0,241000000,1.55,1.53,KSS,2020-05-04
9737,4Q2019,4625000000.0,123000000,0.74,0.86,KSS,2020-05-04
9738,1Q2020,6832000000.0,265000000,1.99,1.88,KSS,2020-05-04
9739,1Q2019,354365000.0,110942000,0.37,0.34,O,2020-05-04
9740,2Q2019,365450000.0,95194000,0.31,0.34,O,2020-05-04
9741,3Q2019,374247000.0,101049000,0.32,0.33,O,2020-05-04
9742,4Q2019,397529000.0,129297000,0.39,0.34,O,2020-05-04
9743,2Q2019,2371000000.0,983000000,0.86,0.84,STX,2020-05-04
9744,4Q2019,2578000000.0,200000000,1.35,1.32,STX,2020-05-04
9745,1Q2020,2696000000.0,318000000,1.38,1.3,STX,2020-05-04
9746,2Q2020,2718000000.0,320000000,,,STX,2020-05-04
9747,1Q2019,2360268000.0,109783000,0.8,0.76,HSIC,2020-05-04
9748,2Q2019,2447827000.0,114532000,0.84,0.83,HSIC,2020-05-04
9749,3Q2019,2508767000.0,140557000,0.9,0.86,HSIC,2020-05-04
9750,4Q2019,2668941000.0,329862000,0.97,0.91,HSIC,2020-05-04
9751,2Q2019,1445000000.0,93000000,0.33,0.36,CMS,2020-05-04
9752,3Q2019,1546000000.0,207000000,0.73,0.67,CMS,2020-05-04
9753,4Q2019,1795000000.0,167000000,0.68,0.69,CMS,2020-05-04
9754,1Q2020,1864000000.0,243000000,0.86,0.79,CMS,2020-05-04
9755,2Q2019,705074000.0,113915000,1.07,1.0,AKAM,2020-05-04
9756,3Q2019,709912000.0,137890000,1.1,1.0,AKAM,2020-05-04
9757,4Q2019,772123000.0,119100000,1.23,1.13,AKAM,2020-05-04
9758,1Q2020,764302000.0,123146000,1.2,1.16,AKAM,2020-05-04
9759,1Q2019,648737000.0,35412000,0.69,0.66,PKI,2020-05-04
9760,2Q2019,722517000.0,69087000,1.0,1.0,PKI,2020-05-04
9761,3Q2019,706923000.0,58558000,1.06,1.01,PKI,2020-05-04
9762,4Q2019,805496000.0,64501000,1.35,1.33,PKI,2020-05-04
9763,2Q2019,1310000000.0,289000000,0.93,0.87,YUM,2020-05-04
9764,3Q2019,1339000000.0,255000000,0.8,0.94,YUM,2020-05-04
9765,4Q2019,1694000000.0,488000000,1.0,1.13,YUM,2020-05-04
9766,1Q2020,1263000000.0,83000000,0.64,0.66,YUM,2020-05-04
9767,1Q2019,1533000000.0,32000000,0.09,-0.25,HES,2020-05-04
9768,2Q2019,1614000000.0,-6000000,-0.09,-0.11,HES,2020-05-04
9769,3Q2019,1533000000.0,-212000000,-0.32,-0.33,HES,2020-05-04
9770,4Q2019,1631000000.0,-222000000,-0.6,-0.52,HES,2020-05-04
9771,1Q2019,4056800000.0,572800000,1.19,1.11,AEP,2020-05-04
9772,2Q2019,3573600000.0,461300000,1.0,0.97,AEP,2020-05-04
9773,3Q2019,4315000000.0,733500000,1.46,1.32,AEP,2020-05-04
9774,4Q2019,3616000000.0,153500000,0.6,0.58,AEP,2020-05-04
9775,1Q2019,61397000000.0,1421000000,1.62,1.5,CVS,2020-05-04
9776,2Q2019,63138000000.0,1936000000,1.89,1.69,CVS,2020-05-04
9777,3Q2019,64547000000.0,1530000000,1.84,1.77,CVS,2020-05-04
9778,4Q2019,66683000000.0,1747000000,1.73,1.68,CVS,2020-05-04
9779,2Q2019,305478000.0,167569000,1.94,0.41,SLG,2020-05-04
9780,3Q2019,298570000.0,39627000,0.4,0.33,SLG,2020-05-04
9781,4Q2019,308108000.0,23895000,0.22,0.39,SLG,2020-05-04
9782,1Q2020,301489000.0,121205000,1.47,0.71,SLG,2020-05-04
9783,2Q2019,125490000.0,48105000,1.27,1.32,MKTX,2020-05-04
9784,3Q2019,131597000.0,54002000,1.42,1.39,MKTX,2020-05-04
9785,4Q2019,129774000.0,50273000,1.32,1.3,MKTX,2020-05-04
9786,1Q2020,168978000.0,74816000,1.96,1.9,MKTX,2020-05-04
9787,2Q2019,1478000000.0,246000000,0.52,0.41,CCI,2020-05-04
9788,3Q2019,1514000000.0,272000000,0.58,0.49,CCI,2020-05-04
9789,4Q2019,1345000000.0,131000000,0.43,0.48,CCI,2020-05-04
9790,1Q2020,1421000000.0,185000000,0.38,0.49,CCI,2020-05-04
9791,2Q2019,2261647000.0,133633000,1.37,1.35,JBHT,2020-05-04
9792,3Q2019,2363660000.0,118410000,1.4,1.45,JBHT,2020-05-04
9793,4Q2019,2450324000.0,144676000,1.35,1.5,JBHT,2020-05-04
9794,1Q2020,2280826000.0,104834000,0.98,0.98,JBHT,2020-05-04
9795,1Q2019,1486000000.0,191000000,0.78,0.68,AEE,2020-05-04
9796,2Q2019,1316000000.0,179000000,0.72,0.75,AEE,2020-05-04
9797,3Q2019,1583000000.0,364000000,1.47,1.45,AEE,2020-05-04
9798,4Q2019,1261000000.0,94000000,0.38,0.31,AEE,2020-05-04
9799,1Q2019,3957900000.0,152900000,1.24,1.11,CDW,2020-05-04
9800,2Q2019,4629900000.0,196600000,1.6,1.52,CDW,2020-05-04
9801,3Q2019,4907700000.0,201700000,1.7,1.58,CDW,2020-05-04
9802,4Q2019,4536900000.0,185600000,1.57,1.48,CDW,2020-05-04
9803,2Q2019,3681467000.0,413668000,3.31,3.11,PH,2020-05-04
9804,3Q2019,3334511000.0,338898000,2.76,2.65,PH,2020-05-04
9805,4Q2019,3497974000.0,204474000,2.54,2.27,PH,2020-05-04
9806,1Q2020,3702432000.0,367253000,2.92,2.24,PH,2020-05-04
9807,2Q2019,2687000000.0,402000000,0.68,0.62,EBAY,2020-05-04
9808,3Q2019,2649000000.0,310000000,0.67,0.64,EBAY,2020-05-04
9809,4Q2019,2821000000.0,556000000,0.81,0.76,EBAY,2020-05-04
9810,1Q2020,2374000000.0,3412000000,0.77,0.72,EBAY,2020-05-04
9811,1Q2019,296485000.0,90446000,0.54,0.35,REG,2020-05-04
9812,2Q2019,294601000.0,51728000,0.31,0.34,REG,2020-05-04
9813,3Q2019,292893000.0,56965000,0.34,0.34,REG,2020-05-04
9814,4Q2019,280693000.0,40291000,0.24,0.4,REG,2020-05-04
9815,1Q2019,0.0,0,,,AMCR,2020-05-04
9816,2Q2019,0.0,0,,,AMCR,2020-05-04
9817,3Q2019,3140700000.0,66000000,0.13,0.15,AMCR,2020-05-04
9818,4Q2019,3043100000.0,185600000,0.16,0.15,AMCR,2020-05-04
9819,2Q2019,580419000.0,107235000,0.57,0.53,CDNS,2020-05-04
9820,3Q2019,579603000.0,101514000,0.54,0.51,CDNS,2020-05-04
9821,4Q2019,599555000.0,659675000,0.54,0.53,CDNS,2020-05-04
9822,1Q2020,617957000.0,123988000,0.6,0.54,CDNS,2020-05-04
9823,1Q2019,625000000.0,134400000,1.03,1.03,VRSK,2020-05-04
9824,2Q2019,652600000.0,150400000,1.1,1.1,VRSK,2020-05-04
9825,3Q2019,652700000.0,32900000,1.12,1.13,VRSK,2020-05-04
9826,4Q2019,676800000.0,132200000,1.13,1.12,VRSK,2020-05-04
9827,2Q2019,954840000.0,223656000,1.16,1.01,GRMN,2020-05-04
9828,3Q2019,934383000.0,227866000,1.27,0.95,GRMN,2020-05-04
9829,4Q2019,1102232000.0,360791000,1.29,1.04,GRMN,2020-05-04
9830,1Q2020,856108000.0,161180000,0.91,0.84,GRMN,2020-05-04
9831,1Q2019,372499000.0,118858000,1.81,1.17,ESS,2020-05-04
9832,2Q2019,378594000.0,92275000,1.4,1.23,ESS,2020-05-04
9833,3Q2019,388632000.0,99335000,1.51,1.34,ESS,2020-05-04
9834,4Q2019,439650000.0,128818000,1.95,1.39,ESS,2020-05-04
9835,2Q2019,3634000000.0,-197000000,0.17,0.17,WDC,2020-05-04
9836,4Q2019,4040000000.0,-276000000,0.62,0.58,WDC,2020-05-04
9837,1Q2020,4234000000.0,-139000000,0.85,0.93,WDC,2020-05-04
9838,2Q2020,4175000000.0,17000000,,,WDC,2020-05-04
9839,1Q2019,820000000.0,10000000,1.39,1.37,FANG,2020-05-04
9840,2Q2019,970000000.0,349000000,1.7,1.78,FANG,2020-05-04
9841,3Q2019,927000000.0,368000000,1.47,1.74,FANG,2020-05-04
9842,4Q2019,1050000000.0,-487000000,1.93,1.8,FANG,2020-05-04
9843,2Q2019,1003400000.0,110400000,0.74,0.72,LW,2020-05-04
9844,3Q2019,989000000.0,115700000,0.79,0.78,LW,2020-05-04
9845,4Q2019,1019200000.0,140400000,0.95,0.84,LW,2020-05-04
9846,1Q2020,937300000.0,111400000,0.77,0.93,LW,2020-05-04
9847,2Q2019,1434231000.0,91028000,3.99,3.76,CMG,2020-05-04
9848,3Q2019,1403697000.0,98582000,3.82,3.22,CMG,2020-05-04
9849,4Q2019,1440224000.0,72416000,2.86,2.75,CMG,2020-05-04
9850,1Q2020,1410772000.0,76388000,3.08,2.9,CMG,2020-05-04
9851,2Q2019,5667000000.0,292000000,1.15,0.99,IP,2020-05-04
9852,3Q2019,5568000000.0,344000000,1.09,0.99,IP,2020-05-04
9853,4Q2019,5498000000.0,165000000,1.09,1.02,IP,2020-05-04
9854,1Q2020,5352000000.0,-141000000,0.57,0.42,IP,2020-05-04
9855,1Q2019,1966183000.0,348900000,6.91,5.91,RE,2020-05-04
9856,2Q2019,2026880000.0,338519000,7.85,6.44,RE,2020-05-04
9857,3Q2019,2068520000.0,104398000,3.39,2.21,RE,2020-05-04
9858,4Q2019,2181385000.0,217644000,3.2,2.64,RE,2020-05-04
9859,2Q2019,11137000000.0,3740000000,1.16,1.07,ORCL,2020-05-04
9860,3Q2019,9218000000.0,2137000000,0.81,0.81,ORCL,2020-05-04
9861,4Q2019,9614000000.0,2311000000,0.9,0.88,ORCL,2020-05-04
9862,1Q2020,9796000000.0,2571000000,0.97,0.96,ORCL,2020-05-04
9863,1Q2019,996511000.0,63299000,0.46,0.36,VMC,2020-05-04
9864,2Q2019,1327682000.0,197558000,1.48,1.47,VMC,2020-05-04
9865,3Q2019,1418758000.0,215713000,1.68,1.7,VMC,2020-05-04
9866,4Q2019,1186152000.0,141093000,1.08,1.17,VMC,2020-05-04
9867,2Q2019,2220000000.0,394000000,0.88,0.81,NVDA,2020-05-04
9868,3Q2019,2579000000.0,552000000,1.24,1.14,NVDA,2020-05-04
9869,4Q2019,3014000000.0,899000000,1.78,1.57,NVDA,2020-05-04
9870,1Q2020,3105000000.0,951000000,1.89,1.67,NVDA,2020-05-04
9871,2Q2019,2629000000.0,40000000,0.14,0.0,LB,2020-05-04
9872,3Q2019,2902000000.0,38000000,0.24,0.2,LB,2020-05-04
9873,4Q2019,2677000000.0,-252000000,0.02,0.02,LB,2020-05-04
9874,1Q2020,4707000000.0,-192000000,1.88,1.86,LB,2020-05-04
9875,2Q2019,7834000000.0,557000000,2.02,2.28,TRV,2020-05-04
9876,3Q2019,8013000000.0,396000000,1.43,2.35,TRV,2020-05-04
9877,4Q2019,8063000000.0,873000000,3.32,3.29,TRV,2020-05-04
9878,1Q2020,7908000000.0,600000000,2.62,2.85,TRV,2020-05-04
9879,1Q2019,2707000000.0,384000000,0.87,0.79,DISCK,2020-05-04
9880,2Q2019,2885000000.0,947000000,1.61,1.06,DISCK,2020-05-04
9881,3Q2019,2678000000.0,262000000,0.87,0.82,DISCK,2020-05-04
9882,4Q2019,2874000000.0,476000000,0.98,0.89,DISCK,2020-05-04
9883,2Q2019,447800000.0,133300000,0.34,0.33,PBCT,2020-05-04
9884,3Q2019,446900000.0,135100000,0.34,0.33,PBCT,2020-05-04
9885,4Q2019,497400000.0,137400000,0.37,0.33,PBCT,2020-05-04
9886,1Q2020,486300000.0,130400000,0.33,0.23,PBCT,2020-05-04
9887,2Q2019,704964000.0,68801000,0.95,0.94,RMD,2020-05-04
9888,3Q2019,681056000.0,120148000,0.93,0.87,RMD,2020-05-04
9889,4Q2019,736157000.0,160554000,1.21,1.02,RMD,2020-05-04
9890,1Q2020,769455000.0,163137000,1.29,1.04,RMD,2020-05-04
9891,1Q2019,12456000000.0,654000000,1.58,1.06,AIG,2020-05-04
9892,2Q2019,12561000000.0,1109000000,1.43,1.15,AIG,2020-05-04
9893,3Q2019,12914000000.0,656000000,0.56,1.0,AIG,2020-05-04
9894,4Q2019,11847000000.0,929000000,1.03,1.0,AIG,2020-05-04
9895,1Q2019,2980000000.0,700000000,1.08,1.0,PEG,2020-05-04
9896,2Q2019,2316000000.0,153000000,0.58,0.6,PEG,2020-05-04
9897,3Q2019,2302000000.0,403000000,0.98,0.96,PEG,2020-05-04
9898,4Q2019,2478000000.0,437000000,0.64,0.61,PEG,2020-05-04
9899,2Q2019,26858000000.0,3125000000,0.78,0.75,CMCSA,2020-05-04
9900,3Q2019,26827000000.0,3217000000,0.79,0.75,CMCSA,2020-05-04
9901,4Q2019,28398000000.0,3162000000,0.79,0.76,CMCSA,2020-05-04
9902,1Q2020,26609000000.0,2147000000,0.71,0.68,CMCSA,2020-05-04
9903,1Q2019,2415792000.0,308678000,0.97,0.91,ES,2020-05-04
9904,2Q2019,1884495000.0,31454000,0.74,0.76,ES,2020-05-04
